/*C3*/SET SCHEMA PUBLIC
CONNECT USER SA
/*C4*/SET SCHEMA PUBLIC
CONNECT USER SA
/*C3*/INSERT INTO FLOW_METRICS VALUES(1339019177,'demo','personalization','targetting','ABC','18','flowlet-A','1','in',-1207828384)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','28','flowlet-D','1','ops',-886818760)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','28','flowlet-D','2','in',-1594320608)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','28','flowlet-D','2','out',384777200)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','28','flowlet-D','2','ops',693927584)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','1','in',-431687704)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','1','out',2115797128)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','1','ops',1523951024)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','2','in',1793333904)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','2','out',-1553452424)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-A','2','ops',430497408)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','1','in',1669003184)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','1','out',1696948408)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','1','ops',1246419216)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','2','in',-816301152)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','2','out',-450021712)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-B','2','ops',1457189104)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','1','in',1206581320)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','1','out',-1485224104)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','1','ops',-6130624)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','2','in',-1684193744)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','2','out',1326022216)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-C','2','ops',733024976)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','1','in',1894808792)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','1','out',1620325072)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','1','ops',-1764869352)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','2','in',-1348519216)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','2','out',992297472)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','28','flowlet-D','2','ops',1978228616)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-A','1','in',674254504)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-A','1','out',-1423189176)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-A','1','ops',-1002453864)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-A','2','in',-1071933544)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-A','2','out',-557377320)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-A','2','ops',891342136)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-B','1','in',1629100656)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-B','1','out',-1715580960)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-B','1','ops',1942603672)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-B','2','in',287962632)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-B','2','out',-1614283440)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-B','2','ops',1882827552)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-C','1','in',1548065616)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-C','1','out',-1234031368)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-C','1','ops',385805312)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-C','2','in',919179512)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-C','2','out',1475684512)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-C','2','ops',1842100072)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-D','1','in',-1337004624)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-D','1','out',-1136348656)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-D','1','ops',1185186992)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-D','2','in',28431824)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-D','2','out',608520840)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','XYZ','28','flowlet-D','2','ops',-333589736)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-A','1','in',1487969104)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-A','1','out',-245620800)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-A','1','ops',-1543240848)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-A','2','in',-1818480280)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-A','2','out',905037592)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-A','2','ops',-992799432)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-B','1','in',-2056549704)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-B','1','out',326212952)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-B','1','ops',-1488728208)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-B','2','in',-1140077888)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-B','2','out',1738903424)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-B','2','ops',-1113667800)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-C','1','in',736060592)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-C','1','out',-116972984)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-C','1','ops',-5099864)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-C','2','in',1778421080)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-C','2','out',1322987168)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-C','2','ops',1851537336)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-D','1','in',25858520)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-D','1','out',-1830109808)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-D','1','ops',1282196488)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-D','2','in',-491474504)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-D','2','out',-58850000)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','18','flowlet-D','2','ops',954141504)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-A','1','in',-2082250472)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-A','1','out',2021266888)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-A','1','ops',849409448)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-A','2','in',-1430724640)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-A','2','out',1423484832)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-A','2','ops',961416648)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-B','1','in',1165396672)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-B','1','out',-2003798544)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-B','1','ops',2109051112)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-B','2','in',-1595858024)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-B','2','out',-143631064)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-B','2','ops',-182317672)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-C','1','in',560695832)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-C','1','out',609590920)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-C','1','ops',1282479216)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-C','2','in',-1783637272)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-C','2','out',-1541143000)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-C','2','ops',-191495336)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-D','1','in',892428720)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-D','1','out',85923592)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-D','1','ops',346718768)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-D','2','in',350293368)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-D','2','out',-63426344)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','18','flowlet-D','2','ops',-1501877688)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-A','1','in',2088189760)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-A','1','out',1296467696)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-A','1','ops',1359566776)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-A','2','in',-686607048)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-A','2','out',-192765216)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-A','2','ops',485150160)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-B','1','in',-1589655704)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-B','1','out',-1961825584)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-B','1','ops',-1553228616)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-B','2','in',-744455168)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-B','2','out',561679112)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-B','2','ops',716245408)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-C','1','in',-738400472)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-C','1','out',1069691008)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-C','1','ops',1263895800)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-C','2','in',2083548640)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-C','2','out',1136625952)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-C','2','ops',1580152704)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-D','1','in',-1676077504)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-D','1','out',-1861613968)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-D','1','ops',-502624704)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-D','2','in',1357514704)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-D','2','out',459141968)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','18','flowlet-D','2','ops',-1236499592)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-A','1','in',-622716632)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-A','1','out',1192164968)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-A','1','ops',-745270448)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-A','2','in',-1718066544)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-A','2','out',2012874600)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-A','2','ops',1354080264)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-B','1','in',1110309184)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-B','1','out',415282696)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-B','1','ops',-1085132896)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-B','2','in',1288161520)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-B','2','out',1277389616)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-B','2','ops',320052544)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-C','1','in',-2077994496)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-C','1','out',-806063440)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-C','1','ops',126930688)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-C','2','in',989390592)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-C','2','out',-1103226456)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-C','2','ops',1285411640)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-D','1','in',1584010744)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-D','1','out',517954216)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-D','1','ops',1868750240)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-D','2','in',-1107550408)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-D','2','out',42637728)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','ABC','28','flowlet-D','2','ops',-748971456)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-A','1','in',1207158328)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-A','1','out',514394344)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-A','1','ops',1390205688)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-A','2','in',-538646664)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-A','2','out',-572656152)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-A','2','ops',509678208)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-B','1','in',-1108912232)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-B','1','out',-171529704)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-B','1','ops',78730904)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-B','2','in',-1778198224)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-B','2','out',297638048)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-B','2','ops',-676909848)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-C','1','in',767795864)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-C','1','out',2108526368)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-C','1','ops',1445363744)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-C','2','in',-1720818728)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-C','2','out',1298549296)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-C','2','ops',-1587903752)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-D','1','in',-1246031792)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-D','1','out',-1906239232)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-D','1','ops',1484194752)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-D','2','in',-1771617944)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-D','2','out',802350088)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','ABC','28','flowlet-D','2','ops',-1090800)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-A','1','in',-436916672)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-A','1','out',-1035999008)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-A','1','ops',21306040)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-A','2','in',-318855648)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-A','2','out',-590852816)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-A','2','ops',1907580696)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-B','1','in',-1219013408)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-B','1','out',23233080)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-B','1','ops',2022023840)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-B','2','in',-1955270408)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-B','2','out',-1465551960)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-B','2','ops',-1178586200)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-C','1','in',-1698363568)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-C','1','out',1760112552)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-C','1','ops',761237896)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-C','2','in',-347868616)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-C','2','out',-1284038424)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-C','2','ops',-1869262608)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-D','1','in',-1796405792)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-D','1','out',-229075632)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-D','1','ops',196155952)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-D','2','in',-949803984)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-D','2','out',-724182576)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','indexer','ABC','28','flowlet-D','2','ops',-1979970848)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-A','1','in',-1920725784)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-A','1','out',728029768)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-A','1','ops',-1245339792)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-A','2','in',1213560712)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-A','2','out',45617736)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-A','2','ops',1709075304)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-B','1','in',1770839792)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-B','1','out',517686824)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-B','1','ops',363156672)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-B','2','in',-1256957432)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-B','2','out',-1439154808)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-B','2','ops',-828221600)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-C','1','in',619121736)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-C','1','out',1924729232)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-C','1','ops',-1733927176)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-C','2','in',1851279624)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-C','2','out',1447471208)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-C','2','ops',1271720152)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-D','1','in',2054673504)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-D','1','out',-252316024)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-D','1','ops',-1996542816)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-D','2','in',-1268882272)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-D','2','out',1170608480)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','targetting','XYZ','18','flowlet-D','2','ops',-1134516456)
INSERT INTO FLOW_METRICS VALUES(1339019185,'demo','personalization','smart-explorer','XYZ','18','flowlet-A','1','in',895158824)
